Title,Company,Location,Salary,Description
Big Data Engineer/Scientist - 100% Remote!,Tech Quarry,United States,$80 - $115 an hour,"**Absolutely No 3rd parties / No C2C, please**
Big Data Engineer / Scientist
Location: 100% Remote
Pay Rate: DOE* $80-115/hr
Benefits: Health benefits offered with partial premium paid!
i.e. Medical, dental, vision
Type: 6+ mo contract - STRONG chance of extension and/or perm conversion!
JOB DESCRIPTION:
Our world renowned client has an opening for a Big Data Data Engineer to design and implement data models, build data pipelines, and large data sets. In a modern tech and Cloud environment, the incumbent will be internal business leader and external client facing, partner with architects and analysts and offshore vendor partners. Strong opportunity for multiple extensions and/or conversion to permanent/direct hire employee. This position is 100% remote with the incumbent's choice to commute or relocate for meetings in San Antonio, Texas. Please note that pay is commesurate on experience - (pure Data Engineering is paid differently than Data Science exp.)**Our client is actively hiring regardless of COVID-19!**
Experience required:
5+ years' Data modeling, design, and implementation
5+ years' Advanced SQL development: Hive/Spark
Experience building:
Data pipelines in Python/Scala or Java (Linux shop)
Data warehouse using Teradata OR Data Lake using Hadoop
Data structures to support analytic tools: Tableau, Datameer, or R
Cloud experience: AWS (preferred), Azure or multi
4+ years' experience working with Business and Tech domain leaders
Autonomous work style; innovative executor
Strong communication skills to tech and non-tech business
Ability to go from whiteboard discussion to code
Stellar work ethic, 'Whatever it takes’ attitude, and easily accepts constructive criticism
Preferred skills:
Cloudera or Snowflake experience
Agile environments
Bachelor's degree
**Absolutely No 3rd parties / No C2C, please**
Please send your Word.doc formatted resume to:
Talent dot manager at techquarry dot com
Job Type: Contract
Pay: $80.00 - $115.00 per hour
Benefits:
Dental Insurance
Health Insurance
Vision Insurance
Schedule:
Monday to Friday
COVID-19 considerations:
Fully remote from the safety of your home or virtual work space!
Experience:
Data modeling, Development and Analytics: 5 years (Required)
Big data: 5 years (Required)
Hadoop stack: 5 years (Preferred)
Work authorization:
United States (Required)
Application Question:
Are you currently the person with hands on responsibility for building out data pipelines AND data warehouses (and/or data lakes)? Can you provide an end to end solution autonomously?
Full Time Opportunity:
Yes
Work Location:
Fully Remote
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Company's website:
www.techquarry.com
Benefit Conditions:
Waiting period may apply
Work Remotely:
Yes"
Machine Learning in Life Sciences Grant Writer,Grant Engine,"Philadelphia, PA 19135 (Wissanoning area)",None,"Life Sciences Grant Writer with expertise in using or applying artificial intelligence (AI), machine learning (ML), natural language processing, and/or distributed computing technologies to solve biological problems is sought for a fast-growing company. Interest or experience in image processing, MRI imaging, and data analysis systems are a plus.
This role is responsible for leading the full range of activities required to conceptualize, prepare, submit, and manage grant proposals to NIH, DoD, and other government agencies. Responsible for producing the highest quality written scientific documents for funding applications and publication, including writing, editing, and proofreading grant proposals, as well as supporting end-client with interface with Funding Agencies.
This position is part-time to full-time opportunity, although individuals with superior skills and a demonstrated track record will be considered for immediate full-time hire.
Job Title:
Machine Learning in Life Sciences Grant Writer


Status
Part-time, with a full-time opportunity.


Location
Philadelphia, PA

Deliverables:
Identify fit between granting agencies’ research needs and the end-client’s product roadmap and technical focus.
Perform literature/product searches on new ideas to understand and assess novel advancements as they relate to end client’s product roadmap.
Work closely with technical and business staff in developing and transforming ideas into grant proposals.
Maintain comprehensive and up to date knowledge of platform technological advances and particular market areas involved in identifying and soliciting grants.
Draft high quality written grant applications; translate scientific abstracts into lay terms.
Assist with assembling scientific documents as necessary (e.g., large institutional grants, annual/occasional reports, progress reports for grants admin., etc.).
May assist with planning and conducting educational courses and workshops.
All other duties as assigned.


Necessary Qualifications:
PhD with artificial intelligence, machine learning, natural language processing background preferred. Postdoctoral fellows with grant writing experience preferred. In lieu of a PhD, Master's Degree in biomedical engineering, biostatistics, neuroscience, computer science or engineering, or relevant background with direct AI/ML experience will be considered.
Minimum 1 year of scientific writing experience, preferably in a healthcare/research/academic environment.
Proven experience writing grants, including NIH SBIR proposals, and/or experience with other funding mechanisms preferred.
Technical expertise to include one or more of the following (or similar): data mining, machine learning, artificial intelligence, natural language processing, distributed computing, image processing, or MRI/tomography imaging and data analysis systems.


Additional Qualifications and Competencies:
Critical Evaluation: Measurement and assessment skills objectivity, critical thinking, problem-solving, curiosity, inquisitiveness, research methodology, knowledge management, online search skills.
Communication for Impact: Exceptional verbal and written English language communications skills, presentation skills, diplomacy, perceptual objectivity, active listening.
Relationship Building: Internal and external customer service, objectivity, credibility, confidentiality, proactivity, responsiveness, teamwork and mutual respect.
Flexibility: Ability to handle changing priorities and multiple deadlines while maintaining high quality of workmanship.
Ethical Practice: Rapport building, trust-building, personal and professional integrity, credibility, professional and personal courage.


Compensation:

Competitive salary commensurate with experience. Bonus and profit-sharing eligible."
"Scientist (Senior/Principal), Product Development- CMC",Frontage Labs,"Exton, PA",None,"Exton, PA (Research)
Responsibilities:
Perform necessary literature and patent search to support studies for development of drug products and generate data/development reports for use by the sponsors as part of their regulatory submissions or patent filings
Plan, perform and lead various stages of product development, including pre-formulation, formulation development, process development, optimization, scale-up studies/technology transfer
Incorporate Quality-by-Design tools in drug development. Develop prototype formula and evaluate the predetermined QTPPs and CQAs, and continue to improve the formula to reach the development goal
Write and review GMP documentation, including manufacturing batch records, and appropriate study protocols, and lead project-specific clinical manufacturing
Collaborate with team members (Analytical Scientists, Quality Assurance, Material Coordinator, and Manufacturing Technicians) to meet timelines for drug product delivery and assist in working out investigation plans related to manufacturing investigations as required
Interact and collaborate with sponsor to facilitate transfer of knowledge and deliverables of drug product
Follow company policies and conduct work according to appropriate Frontage SOPs and comply with cGMP guidelines
Requirements:
PhD. in Pharmaceutics, Chemistry, Medicinal Chemistry, Polymer Chemistry or Chemical Engineering, with 2-6 years of experience, or Master’s with equivalent experience
In depth knowledge of theory and techniques in pharmaceutics and drug delivery
Solid knowledge in product development and manufacturing per cGMP compliant procedures, as well as for IND and ANDA
Hands on experience in product development including oral solid, solution, suspension, and/or semisolid products.
Strong written and verbal communication and presentation skills
Good understanding of regulatory stability requirements, including FDA/ICH guidance in regards to drug development"
"Vice President, Data Science",AAA Club Alliance,"Wilmington, DE",None,"Company Overview
AAA Club Alliance (ACA) is the third-largest AAA club in North America, representing over six million members in 13 states and Washington, DC. AAA Club Alliance is the result of AAA Mid-Atlantic, AAA Allied Group, and AAA Oklahoma / South Dakota joining together. For over 100 years, it has provided diversified offerings, including membership, car repair, travel, insurance, and financial services.
AAA Club Alliance belongs to the national AAA federation, with over 60 million members in the United States and Canada. Its mission includes protecting and advancing freedom of mobility and improving traffic safety.
Position Objective :
AAA is seeking a strategic leader to build and lead our newly created Data Science division. This position can work in our Wilmington, DE Headquarters, or Cincinnati, OH office and reports to the Regional President. The Vice President Data Science is responsible for the creation of new data sciences capabilities for the business. Ideal candidates can envision and execute strategies that will influence and improve the business’s performance by enabling informed decision making. This role evaluates and develops our organization’s big data science capabilities and utilization, as well as supporting cross-functional analytic initiatives. The Vice President Data Science designs and launches innovative and complex analytic models by utilizing a blend of contemporary and traditional data mining techniques. As the department head, you will proactively work with executives from the line of business, marketing, finance, IT, and various departmental leaders who pride themselves on our shared values, and where collaboration and openness are highly valued. The ideal candidate will have a proven track record of leading high-performing internal and external data analyst teams through the successful performance of advanced quantitative analyses and statistical modeling that positively impact business performance.
Roles & Responsibilities:
This role is responsible for leading and defining how the business creates additional value by applying data science skills to data asset
You will work to identify and monitor business risks and realize the organization’s data needs.
Analyze customer data sets and signals for delivering practical data science-driven insights.
Manage the business’s external data and analytics partners and play a leading role in the development and design of the departmental vision, capabilities, infrastructure, and quarterly/annual roadmap for the launch of data sciences capabilities.
Lead, coach, hire and mentor highly energetic and skilled data scientists. Build the business’s data science talent needs through role definition, recruitment, and development of a team of data scientists that will jointly move the business’s agenda forward.
Scopes, designs, and creates machine-learning models to support the business’s numerous initiatives and programs to achieve overall objectives and targets.
Optimizes algorithms that are fundamental to the business’s products/services identifying better matches that will ultimately improve the consumer experiences.
Identifies and sources, in partnership with IT, third party data providing actionable insights in pursuit of company business objectives.
Works collaboratively with the Chief Marketing Officer (CMO), Chief Financial Officer (CFO), and Chief Information Officer (CIO), and serves as a trusted advisor to executive leadership in the creation and deployment of useful insights that inform and activate business strategies across the business.
Track the business’s performance against data analysis model and monitor trends in key business KPIs, including operational, customer experience, and financial metrics. As a result, this will provide valuable insights to relevant departments for overall business performance improvement.
Share data science knowledge and expertise across functional departments within the company.
M aintains a deep understanding of the business’s marketplace dynamics.
T akes the initiative and conducts exploratory data analyses and experimental designs, which will help the business to understand trends and behavior within these markets better and settle on the most suitable strategies to drive success and achievements of goals and targets.
Education:
Bachelor’s degree in Statistics, Machine Learning, Mathematics, Computer Science, Economics, or any other related quantitative field.
Master’s or PhD highly preferred
Relevant working experience in similar fields is also acceptable for the position (10-15 years required).
Leadership Requirement s:
Leads in support of our shared values: Teamwork, Respect, Integrity, and Quality.
Broad strategic thinking ability. Prior experience in a strategic role highly preferred.
Proven experience leading and developing a team of professionals to accomplish strategic and operational goals.
Strong business acumen supporting the need for ongoing budgeting, planning, analysis, threat assessment, prioritization, and decision-making.
A team player with excellent collaboration skills, a self-motivated, energetic, and creative independent thinker.
Highly effective oral and written communication skills. Ability to distill complex topics into clear, concise, and compelling messages.
Excellent interpersonal and leadership skills.
Technical Requirements :
Strong knowledge in data science programming languages such as Python, R, SAS, and SQL.
Experience working with big data environments using technologies such as Spark, Flink, NoSQL DB structures, and experience with Google Cloud Platform (GCP) based analytic solutions like BigQuery, and Datalab a plus.
Experience with the workings of motion-tracking data and time-series analyses.
Strong experience in evaluating and using appropriate data science algorithms, such as clustering, dynamic ranking, principal components, factor analysis, linear, nonlinear and logistic regression, decision trees, random forests, deviation detection, outlier detection, support vector machines, neural networks, and other machine learning techniques.
Knowledge of emerging technologies, frameworks, and trends in AI and machine learning.
Familiarity with data pipeline architectures, software, and product scaling for real-time and batch analytical processing.
If you have the qualities and skills described, apply today to become a part of our growing team!
To learn more about our company and the position, please visit Our Company Website , AAAClubAlliance.jobs .
To see what it is like to work at AAA Club Alliance, check out our Day In The Life Videos on the Company Website .
At AAA Club Alliance, we’ve been driven for more than 100 years to provide our members with superior roadside assistance, personal service, and peace of mind. This same commitment to a life well-lived has earned AAA Club Alliance the reputation as a great place to work. Our people tell us it’s the company’s positive work/life balance, the dynamic team environment, excellent benefits, and strong customer focus that keep them happy; their ideas are respected and valued. And, perhaps most important of all, they get to make a difference every day.
AAA Club Alliance Inc. is committed to provide a safe and professional work environment. EOE/M/F/D/V
This Organization participates in E-Verify:
E-Verify Participation Poster
E-Verify Right to Work
Applicants have rights under Federal Employment Laws:
The Equal Employment Opportunity (EEO)
The Employee Polygraph Protection Act (EPPA)
The Family and Medical Leave Act (FMLA)
Applicants have rights under State and Local Employment Laws:
Arizona
Arizona Law Prohibits Discrimination in Employment
California
Discrimination and Harassment in Employment are prohibited by Law
Delaware
Pregnant Workers Fairness Act
Missouri
Discrimination in Employment is Prohibited
New Jersey
New Jersey Law Prohibits Discrimination in Employment
Pennsylvania
Employment Provisions of the Pennsylvania Human Relations Act
Philadelphia Employment Discrimination
Philadelphia Ban the Box
Job Category:
Executive"
Lead Data Scientist,WebbMason Analytics,"Philadelphia, PA",None,"This agricultural focused client is looking to provide solutions that are designed to give farmers and customers novel insights on how to protect their crops against a range of pest pressures. There solutions allow growers to make faster, better and more informed decisions than ever before. As the only global agricultural sciences company focused exclusively on crop protection, the client is uniquely positioned to deliver best-in-class agronomic advice.

The agriculture team is building a portfolio of new applications and services. You will be part of a team that is adopting the mindset, agility and processes of a technology company while drawing on their 100+ years of experience in agriculture.

This role is located at the client’s corporate headquarters in Philadelphia, PA.

Responsibilities:
Drive and execute the vision for data science strategy supporting a wide spectrum of
analytics needs ranging from building advanced analytics models, algorithms through
rapid prototyping in digital agriculture space.
Demonstrate and communicate a passion for owning and building sustainable data
science foundation that helps drive advanced analytics use cases, fuels innovation and
unlocks new opportunities
Lead and participate in discussions to make the right scientific or technical trade-offs to
meet long-term strategic and short-term tactical business needs
Collaborate and nurture cross-functional relationships with data scientists, data
engineers, application developers and business stakeholders to understand data needs
and build reliable solutions
Mentor and grow a team of data scientists and help accelerate data driven culture
Qualifications:
MS/Ph.D. in computer science, machine learning, statistics, applied mathematics,
Physics, agronomy/climatology or other scientific or computational disciplines
6+ years of experience building advanced analytics models across one or more areas of Predictive/Prescriptive Analytics, Natural Language Processing, Computer Vision and Image Processing
Applied experience of various machine learning techniques (e.g. Neural Networks, Tree
based learning, Clustering etc.)
Hands on experience working on large data sets with expertise in data mining, predictive
modeling, statistical analysis
Experience with distributed systems such as Hadoop/MapReduce, Spark etc. and
modeling on cloud platforms (AWS/Azure/GCP)
Fluency with at least one of the modern distributed ML frameworks such as TensorFlow,
PyTorch, Keras, H2O etc.
Demonstrated expertise in SQL and one or more languages commonly used in data
analytics (Python, R, Java, Scala etc.). Python/R/Scala proficiency is strongly preferred
Experience with packages such as NumPy, SciPy, pandas, scikit-learn, dplyr etc.
Passionate about data driven story telling using visualization tools like Tableau,
Power BI, Looker etc.
Demonstrated experience building and deploying production ready machine learning
models
Comfortable with multi-tasking in a fast paced and fun environment
Preferred Qualifications:
Hands on experience working with large data sets (Spark, Hadoop, Hive, Redshift, etc.)
Experience articulating business questions and using mathematical techniques to arrive at an answer using available data
Additional experience in one or more core analytic methods such as predictive modeling,
customer segmentation/clustering, voice of customer applications, personalization,
image recognition, supply chain optimization etc.
Good understanding of data privacy, GDPR and best practices around data encryption
Working knowledge of DevOps model, automated workflows, associated CI/CD
components and containers (git, Jenkins, Docker, Kubernetes etc.)
Well-versed in articulating business questions and using mathematical techniques to arrive at an answer using available data
Project management experience managing vendors and system integrators to lead data
engagements and drive adoption"
Data Engineer ( Kafka),"Integrated Technology Strategies, Inc.","Cherry Hill, NJ 08003",None,"Role : Data Engineer
Client :IQVIA
Location : Raleigh, NC

Good knowledge and Hands on Scala Programming
Good skills on modular program development in Scala
Data pipeline using Spark Scala
Load disparate data sets by leveraging Kafka consumers
Ability to utilize Hive, Spark, Cassandra, Mesos and Kafka
Experience with AWS components and services, particularly EMR, S3, and Lambda
Good understanding of file formats including JSON, Parquet, Avro, and others
Experience with open source NoSQL technologies such as Cassandra
Experience with messaging and complex event-processing systems such as Kafka and Storm
Extensive hands on Data frame and Dataset operations of Spark
Basic Understanding of Bigdata Technologies and Hadoop
Good knowledge on Hive and HiveQL
Knowledge on Cassandra Architecture and CQL is desirable
Build reusable code, with the ability to scale with very large data volumes
Knowledge on Java Programming is desirable
Data Migration/ETL knowledge is desirable
Expert knowledge of software development tools, practices, and lifecycle methodologies
Extensive experience with legacy and modern data warehouse concepts and implementations
Extensive experience with data integration concepts and implementations including ETL, ELT, CDC, streaming, pub/sub
Able to produce high quality design documentation and provide thorough reviews of design documentation produced by others
Ability to establish and maintain effective working relationships with co-workers, managers and clients
Flexibility, ability to simultaneously juggle multiple complex projects and adapt to rapidly changing priorities"
Data Engineer II,Berkadia Commercial Mortgage,"Ambler, PA 19002",None,"Data Engineer II

At Berkadia we are redefining the industry with long-term investments in people and technology that deliver actionable insights and create the best customer experience. From acquisition to disposition, we service all commercial property types including multifamily, retail, office, industrial, affordable housing, seniors housing, hotels, student housing, and manufactured housing.

The Opportunity
As a member of the Data Pipeline team you’ll be at the center of building our platform that enables us to redefine this industry. We’re building a data pipeline that merges the tested design of data warehousing and the latest big data technologies. You will be designing and building data projects while securing core data elements.

Responsibilities
Research new technology and share knowledge with team
Implement and release data applications in AWS using big data technologies
Assist development efforts across the organization
Understand and adhere to development standards and processes
Other duties as assigned

What someone will need to be successful in this role
2 years of hands on Apache Spark experience (PySpark preferred)
5-7 years of hands on Business Intelligence / Data Warehousing experience
2 years of experience building high-performance algorithms in scalable languages such as Scala, Python and R
Excellent interpersonal, verbal and written communication skills
Strong logical, analytical, problem solving and reporting skills
Familiarity with Agile and Scrum methodologies
AWS Elastic Map Reduce (EMR) experience
Able to use version control (git) and other build, packaging & release management tools
Passionate about developing quality products

Employee Benefits
18 PTO days + 2 floating holidays & 10 paid holidays per year
Generous tuition reimbursement towards a Masters or Bachelors degree
401K match up to 6%
12 weeks of 100% paid paternity/maternity leave
Mentorship with industry professionals

About us
Berkadia, a joint venture of Berkshire Hathaway and Jefferies Financial Group, is a leader in the commercial real estate industry, offering a robust suite of services to our multifamily and commercial property clients. Powered by deep relationships and industry-changing technology, our people sell, finance, and service commercial real estate, providing support for the entire life cycle of our clients’ assets. Our unique ownership structure allows us to put the client’s interests first and creates a marketplace that delivers a superior experience.
We believe people matter. In fact, our people are the heart and soul of everything we do here. That’s why we employ the top CRE professionals in our industry, and make sure we invest in their personal development and training. With a focus on innovation and insights, we set the bar high - and keep it there - so that we provide best-in-class service for our clients.
Berkadia is an equal opportunity employer and affords equal opportunity to all applicants and employees for all positions without regard to race, color, religion, gender, national origin, age, disability, veteran status or any other status protected under local, state or federal laws.
Berkadia does not share salary ranges in its job postings. Any salary-related information you see posted externally has not been provided or verified by Berkadia and may not be accurate.
Berkadia does not accept unsolicited resumes from search firms. All resumes submitted by search firms to Berkadia or any of its employees via-email, the internet or direct communication without a valid written Berkadia-approved search agreement will be deemed the sole property of Berkadia, and no fee will be paid in the event the candidate is hired by Berkadia."
Data Software Engineer,ClientSolv Technologies,"Philadelphia, PA",None,"Company Description
ClientSolv Technologies is an IT solution firm with over a decade of experience serving Fortune 1000 companies, public sector and small to medium sized companies. ClientSolv Technologies is a woman-owned and operated company that is certified as a WMBE, 8a firm by the Federal government's Small Business Administration.

Job Description
We are seeking a Data Software engineer for a 12+ month contract in Philadelphia, PA. This role will telecommute until it is safe to return to the location in Philadelphia, PA, where the role will be located onsite (when safe to do so).
In this role, you will develop large scale, cloud based data pipelines for the collection and processing of device telemetry and network events, providing both a real time and historical view into the operation of our products and services. Work on high performance, real time data stores and a massive historical data sets using best-of-breed and industry leading technology. Expose services over REST APIs. Work closely with various engineering teams to solve key optimization, insight and access network data challenges.

Responsibilities:
Developing large scale data pipelines exposing data sources within company to our team of data analysts and data scientists.
Developing REST APIs utilizing AWS lambda and API Gateway.
Developing Spark streaming and batch jobs to clean and transform data.
Writing build automation to deploy and manage cloud resources.
Writing unit and integration tests.
Some of the specific technologies in use:
Programming Languages (Python, Scala, Golang, Node.js)
Build Environment: GitHub Enterprise, Concourse CI, Jira, Serverless, SAM
Cloud Computing (AWS Lambda, EC2, ECS)
Spark (AWS EMR, Databricks)
Stream Data Platforms: Kinesis, Kafka
Databases: S3, MySQL, Oracle, MongoDB, DynamoDB
Caching Frameworks (ElasticCache/Redis)

Qualifications
BS/MS degree in Computer Science, Mathematics,or other relevant science and engineering discipline.
4+ years working as a software engineer.
2+ years working within an enterprise data lake/warehouse environment or big data architecture.
Excellent programming skills with experience in at least one of Python, Scala, Java, Node.js.
Great communication skills.
Proficiency in testing frameworks and writing unit/integration tests
Proficiency in Unix-based operating systems and bash scripts.
Preferred Additional Skills:
Experience with working in Spark
Experience with AWS
Experience with monitoring and visualization tools such as Grafana, Prometheus, Data Dog, and Cloudwatch.
Experience with NoSQL databases, such as DynamoDB, MongoDB, Redis, Cassandra, or HBase

Additional Information
This role will be a contract (with option to extend) in the downtown Philadelphia area (SEPTA accessible) This role will be a remote/telecommuting opportunity until it is safe to return to the office in Philadelphia, PA."
Data Engineer - Manager,GSK,"Collegeville, PA 19426",None,"Site Name: UK - London - Brentford, USA - Pennsylvania - Upper Providence
Posted Date: Jul 16 2020
Are you looking for a challenging opportunity to work in an area where cutting edge science meets cutting edge technology with an aim of delivering drugs to patients in need across a broad range of pharmaceutical areas including genetics, functional genomics, clinical, biopharma and others ? If so, this Data Engineer - Manager role could be an exciting opportunity to explore.
The Data & Compute Delivery (DCD) Data Engineering team is a crucial component of the environment and are responsible for delivery of data pipelines populating and maintaining data for scientific use in HPCs, Cloud and the R&D Information Platform (RDIP).
We are looking for a passionate and enthusiastic individual who will own and deliver on the strategy for data movement in a variety of scientific areas by working closely with people who are involved in the generation, handling and consumption of such data that includes Data & Computational Science (DCS), R&D Tech, different vendors and the larger R&D organization. The senior data engineer needs to be able to apply technologies in a DataOps environment to solve big data problems and to develop innovative big data solutions based on defined business requirements. The successful candidate must be able to learn and work independently, lead pipeline development efforts and collaborate effectively with co-workers.
This role will provide YOU the opportunity to lead key activities to progress YOUR career, these responsibilities include some of the following:
Partner with data strategy leads to translate R&D strategy and conceptual data flows into pipelines
Partner with the metadata leads to translate conceptual data models into physical database/tables optimized for data analytics in RDIP using established environments and tools
Lead the design and build of data acquisition and processing pipelines including but not limited to the creation/maintenance of appropriate artifacts
Ensure the preservation of data integrity from source to target state including but not limited to the acquisition of appropriate metadata and the incorporation of appropriate QC checks into the pipelines
Surface opportunities to improve data quality and/or increase efficiency to DSD Leads
Support the use and growth of the Data Engineering DataOps environment, influence strategy and roadmap for the curation toolset, work with R&D and Tech to prioritize enhancements
Lead in the monitoring and tracking of data quality and data flow dynamic
Provide Tier 3 support for production pipelines
Support DCS and broader R&D in self-service/exploratory efforts
Influence vendor roadmaps, work with R&D and Tech to prioritize DataOps enhancements, and onboard these tools or enhancements
Ensure the quality consistency and availability of guidance documentation of end users of the tools to support high quality outputs
Extend current pipelines to support clinical biomarkers
Assess GxP readiness as it related to the upstream data pipelines and develop a plan for addressing any gaps
Why you?
Basic Qualifications:
We are looking for professionals with these required skills to achieve our goals:
Computer Science, Bioinformatics, or related degree; 10+ years experience in data movement, data wrangling and delivery of data or analytics pipelines
Experience architecting, implementing and maintaining, data or analytic pipelines.
Leadership experience.
Experience with Big Data technologies (ideally Cloudera stack including HDFS, Hive, Impala and Spark), Cloud-based offerings (Microsoft Azure, GCP, AWS, etc), and corresponding tools.
Experience with open source software, bioinformatics tools and languages such as SQL, R, Perl, Python, Java, and ETL tools.
Preferred Qualifications:
If you have the following characteristics, it would be a plus:
Experience with data movement and management in the Pharmaceutical industry or related scientific fields.
Strong background and experience in LIMS systems, Next Generation Sequencing (NGS) workflows, Cloud computing and HPC systems.
Understanding of diverse ‘omic data types including RNA-Seq, DNA-Seq, Chip-Seq, WES, WGS, ATAC-seq, microbiome, proteomic, metabolomic data etc. from different sources.
Familiarity with data mining, machine learning and artificial intelligence techniques
Strong interpersonal skills and effective communication of complex concepts to stake holders with wide range of expertise.
Why GSK?
Our values and expectations are at the heart of everything we do and form an important part of our culture. These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork. As GSK focuses on our values and expectations and a culture of innovation, performance, and trust, the successful candidate will demonstrate the following capabilities:
Operating at pace and agile decision-making – using evidence and applying judgement to balance pace, rigour and risk.
Committed to delivering high quality results, overcoming challenges, focusing on what matters, execution.
Continuously looking for opportunities to learn, build skills and share learning.
Sustaining energy and well-being.
Building strong relationships and collaboration, honest and open conversations.
Budgeting and cost-consciousness
LI-GSK
If you require an accommodation or other assistance to apply for a job at GSK, please contact the GSK Service Centre at 1-877-694-7547 (US Toll Free) or +1 801 567 5155 (outside US).
GSK is an Equal Opportunity Employer and, in the US, we adhere to Affirmative Action principles. This ensures that all qualified applicants will receive equal consideration for employment without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity/expression, age, disability, genetic information, military service, covered/protected veteran status or any other federal, state or local protected class.
Important notice to Employment businesses/ Agencies
GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.
Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, GSK may be required to capture and report expenses GSK incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure GSK’s compliance to all federal and state US Transparency requirements. For more information, please visit GSK’s Transparency Reporting For the Record site."
Sr. Principal Software Cloud Streaming Data Engineer,Comcast,"Philadelphia, PA 19103 (Logan Square area)",None,"Business Unit:
Job Summary:
Responsible for promoting the use of industry and Company technology standards. Monitors emerging technologies/technology practices for potential use within the Company. Designs and develops updated infrastructure in support of one or more business processes. Helps to ensure a balance between tactical and strategic technology solutions. Considers business problems “end-to-end”: including people, process, and technology, both within and outside the enterprise, as part of any design solution. Mentors, reviews codes and verifies that the object oriented design best practices and that coding and architectural guidelines are adhered to. Identifies and drives issues through closure.
This role brings to bear significant cloud experience in the private and public cloud space as well as streaming data, big data and software engineering. This role will be key in the delivery of a productized real-time event processing product for customer experience. This person will engage and lead software delivery teams and contribute to several strategic efforts that drive personalized customer experiences across product usage, support interactions and customer journeys. This role leads the building of real-time big data platforms, machine learning algorithms and data services that enable proactive responses for customers at every critical touch point.
Core Responsibilities
Enterprise-Level architect for “Big Data” real-time event processing, analytics, data store, and cloud platforms.
Enterprise-Level architect for cloud applications and “Platform as a Service” capabilities
Detailed current-state product and requirement analysis.
Security Architecture for “Big Data” applications and infrastructure
3rd party vendor analysis and management.
Ensures programs are envisioned, designed, developed, and implemented across the enterprise to meet business needs. Interfaces with the enterprise architecture team and other functional areas to ensure that most efficient solution is designed to meet business needs.
Ensures solutions are well engineered, operable, maintainable, and delivered on schedule. Develops, documents, and ensures compliance with best practices including but not limited to the following coding standards, object oriented design, platform and framework specific design concerns and human interface guidelines.
Tracks and documents requirements for enterprise development projects and enhancements.
Monitors current and future trends, technology and information that will positively affect organizational projects; applies and integrates emerging technological trends to new and existing systems architecture. Mentors team members in relevant technologies and implementation architecture.
Contributes to the overall system implementation strategy for the enterprise and participates in appropriate forums, meetings, presentations etc. to meet goals.
Gathers and understands client needs, finding key areas where technology leverage is possible to improve business processes, defines architectural approaches and develops technology proofs. Communicates technology direction.
Monitors the project lifecycle from intake through delivery. Ensures the entire solution design is complete and consistent from the start and seeks to remove as much re-work as possible.
Works with product marketing to define requirements. Develops and communicates system/subsystem architecture. Develops clear system requirements for component subsystems.
Acts as architectural lead on project in partnership with domain/program architects.
Applies new and innovative ideas to old or new problems. Fosters environments that encourage innovation. Contributes to and supports effort to further build intellectual property via patents.
Consistent exercise of independent judgment and discretion in matters of significance.
Regular, consistent and punctual attendance. Must be able to work nights and weekends, variable schedule(s) as necessary.
Other duties and responsibilities as assigned.
Job Specification:
Demonstrated experience with “Platform as a Service” (PaaS) architectures including strategy, architectural patterns and standards, approaches to multi-tenancy, scalability, and security.
Demonstrated experience with schema and data governance and message metadata stores
Demonstrated experience with 3rd party software vendor relationships, vendor evaluation, vendor quality audits, and contract negotiation.
Demonstrated experience with private cloud infrastructure both OpenStack and VMWare.
Demonstrated experience with public cloud resources such as AWS.
Demonstrated experience with cloud automation technologies including Ansible, Terraform, Chef, Puppet, etc…
Hands-on experience with Data Flow processing engines, such as Apache NiFi
Working knowledge / experience with Big Data platforms (Kafka, Hadoop, Storm/Spark, NoSQL, In-memory data grid)
Working knowledge / experience with Linux, Java, Python.
Product Management experience highly desired
Staff/People Management experience highly desired
Job Specification:
Bachelors Degree or Equivalent in Engineering, Computer Science
15+ years in Software Engineering Experience
10+ years in Technical Leadership roles
5+ years in Cloud Infrastructure

Comcast is an EOE/Veterans/Disabled/LGBT employer"
