Title,Company,Location,Salary,Description
Senior Ruby on Rails Software Engineer,DadeSystems,United States,None,"Job Summary:
Full Time // Miami, FL or Remote
Responsible for the technical design, implementation, and support of features in our cloud-based, multi-tenant automated accounts receivable system. You will be a key player in growing this application and taking it to the next level to handle greater amounts of load volume and scalability. This application is built using Ruby on Rails and AWS.
Translate functional requirements into technical requirements
Design technical solutions with a solid architecture
Collaborate with a distributed team of remote workers
Follow SOLID design principles
Write functional, integration, and unit tests
Implement solutions with high-quality, clean, and reusable code
Manage pull requests and perform quality code reviews using GitHub
Respond quickly to repair defects
Engineer solutions to any problems that arise
Participate in daily standups and weekly knowledge-sharing presentations
Knowledge and Expertise of:
3-7 years development experience with Ruby and Rails
TDD/BDD with RSpec and Capybara
AWS technologies
Enterprise application development experience
Financial application experience preferred
Developing with an IDE (like RubyMine)
Working with CI systems like Travis, Semaphore
Skilled with SQL queries and database design in PostgreSQL (or other RDBMS)
Linux shell
Team-based development and collaboration, via Slack and other remote-friendly technologies
Building, maintaining, and integrating APIs
Application of best practices and code patterns
Code refactoring and optimization
Nontechnical Requirements:
Prior experience working remotely
US work authorization (no visas)
Available for collaboration between 9am and 5pm Eastern Time
Benefits:
This is a full-time, salaried position with health insurance (medical / dental / vision), paid vacation, and 401(k) with matching. Salary will be based on experience.
This position can be based remotely, or in Miami, FL.
Job Type: Full-time
Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Vision Insurance
Schedule:
Day shift
Monday to Friday
Experience:
Software Development: 7 years (Required)
Ruby on Rails: 3 years (Required)
Test Driven Development: 3 years (Required)
RSpec: 3 years (Required)
Education:
Bachelor's (Preferred)
Work authorization:
United States (Required)
Work Location:
Fully Remote
This Job Is:
Open to applicants who do not have a college diploma
Company's website:
https://dadesystems.com/
Company's Facebook page:
https://www.facebook.com/dadesystems/
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible"
Senior .NET Software Engineer,CSC,"Wilmington, DE 19894",None,"The safety and security of CSC’s current and prospective employees, customers, and the communities we serve are our first priority.

Due to coronavirus (COVID-19) concerns, we have transitioned to virtual interviews for the foreseeable future. We look forward to all upcoming video and phone interview conversations with our prospective candidates.

We are always in search of top talent to join the CSC family. If you are looking for a career change, don’t hesitate to apply or reach out to us. We’ll have virtual interactions until we are able to move forward again with in-person interactions.

Want to be part of a team that values technical innovation and collaboration? Those are core values at Corporation Service Company (CSC). Our Agile teams work together to build corporate compliance solutions used across our enterprise. As a developer, you will be responsible for the design, development, and support of .NET-based applications. The environment at CSC is one where our people can stretch their capacity to grow and develop their career so there are opportunities for additional responsibilities.

The CCP development team supports many product lines at CSC. Our platform provides a high-level, web-based dashboard experience to holistically understand and service our customers. We are looking for highly motivated, innovative, and team oriented developers to join our team and build a next generation, first-in-class platform for our customers!

Our Technology Stack/Methodologies:

We’re looking for developers with the following skills, or the ability to learn to work within our technology stack.
C#, Java, Typescript, and JavaScrxipt programming languages

Dependency injection

.Net Core REST services

.Net MVC pattern and orchestration

Angular 8+, JavaScript, HTML, CSS client-side development

Single-Page Application (SPA) development

C#, Typescript, Java programming languages

Oracle, SQL Server/Entity Framework DBMS

Git, SVN version control

Visual Studio, Visual Code IDEs

Jenkins build and deploy tools

Kubernetes containers

SOLR and other fast-search technologies

Web API, REST microservices

NLog, Splunk

Build technologies: Team City

Testing Frameworks: Rhino mocks, NUnit, Moq

Excellent understanding of SOLID principals of software design

Experience with production support and customer contact

User Experience (UX) design

What technical skills, experience and qualifications do you need?
2-3 years of design and development of .Net applications

2-3 years of experience developing web applications

Experience in C# or VB.Net

Experience with Angular 8+ UI development

Knowledge of .Net Core web services

Experience with SQL, Oracle or equivalent RDBMS

Desire to work on an Agile software development team

#LI-DH1"
Senior PHP Developer,None,"Broomall, PA","$125,000 a year","Software Methods is seeking a Senior Software Engineer for a full-time employment opportunity at our client located in Broomall, PA.
We're looking for a brilliant, strong, creative and motivated engineer who will thrive in a startup environment and can contribute, innovate and deliver industry-leading SaaS solution. This is a great opportunity with a lot of potentials and will play an important role in our growing development team.
Responsibilities:
Responsible for design, implementation and testing of the UI and APIs
Work in a team-oriented environment to develop complex SaaS applications
Work closely with other engineers, solution architects, QA and Operations teams to implement enhancements and issue resolutions
Design and build systems to increase performance and scalability of SaaS solution
Think creatively and work independently and with others, as needed, to maximize efficiency and throughput
Participate in technical discussions; come up with innovative ways to improve the product and process
Troubleshoot issues with application, technologies and infrastructure
Continuously improve technical knowledge to stay current
Deliver work with quality on time.
Required experience:
Bachelor's degree in Computer Science or related field
5+ years of PHP programming experience along with test automation
5+ years of web development experience
Advanced PHP 7 knowledge
Experience with scaling PHP applications
Experience with JavaScript
Advanced CSS knowledge
Experience with Symfony or similar MVC framework
Experience writing and tuning SQL
Knowledge of web-based security vulnerabilities and how to prevent them
Experience with relational (e.g. Oracle) databases.
Experience of software development for high capacity, high traffic, high availability websites/systems
Detailed understanding of web technologies, including web services and web application servers
Capability to multitask and excel in a fast-paced, evolving environment
Strong communication and teamwork skills
A positive attitude and superior work ethic.
Preferred experience:
Advanced PHP 5 knowledge
Experience with jQuery
Experience with performance tuning web applications
Experience with NodeJS
Experience with React
Experience in billing (i.e. financial systems, payment processors, tax engines, etc.)
Experience managing Cloud infrastructure
Experience with Bitbucket and/or Git
Experience with Agile development
Understanding and hand-on experience implementing microservices.
If this sounds like you, please contact us today!
Unable to sponsor visas for this position. Please encourage those authorized, to work in the U.S. without a visa, to apply!
Must be authorized to work in the U.S.!"
Senior Vue / Laravel Developer,The C.A.S.E. Engineering Group,United States,"$60,000 - $80,000 a year","Job Description
We are looking for an experienced software engineer with a history of developing in Laravel and Vue, who is passionate about writing solid code and can hit the ground running. Main responsibilities include maintaining our existing home grown platforms, developing new features and upgrading the system.
What You will need
Excellent communication skills (English)
5 years minimum development experience
Expert knowledge of HTML5, CSS3, and associated web standards
Experience writing modern Javascript (ES6/ES2015, ES2017, Typescript, etc).
Expertise in PHP / Laravel / MySQL (senior)
REST APIs (senior)
Experience with Vue.js
Experience with server side development (node.js, express, etc.)
Basic command line proficiency (Linux and/or Mac OS X preferred)
Passion in writing well-structured, efficient and maintainable code
Experience optimizing existing code and queries for performance and scalability
Self-starter. Ability to work without micromanagement and ask the right questions to get to a successful release.
Experience and ability to use GIT for version control
Test Driven Development
Ability to plan a feature before implementing it and providing QA scenarios
Strong desire to learn new things and evolve
Nice to haves
Eye for design – we don’t need to create UIs from scratch but ideally you would be able to create new pages based on other designs
Experience developing Apps
Experience with AWS
**US Citizenship or Permanent Residency
Job Types: Full-time, Contract
Pay: $60,000.00 - $80,000.00 per year
Benefits:
401(k)
Dental Insurance
Health Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Contract Length:
3 - 4 months
Contract Renewal:
Likely
Full Time Opportunity:
Yes
Work Location:
Fully Remote
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction
Detail-oriented -- would rather focus on the details of work than the bigger picture
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Autonomous/Independent -- enjoys working with little direction
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Aggressive -- competitive and growth-oriented
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
Team-oriented -- cooperative and collaborative
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible"
Senior Full Stack Developer,Xcite Interactive,United States,"$100,000 - $150,000 a year","Who We Are and What We Do
Xcite Interactive is taking the world of event entertainment to an entirely new level, bringing distributed audiences together in unprecedented ways using our proprietary Xeo ™ platform. Our history is game development – we are now embarking on the next exciting phase of our journey, engaging in huge markets in the games and events realms and beyond. We are a game development shop, a big data / SAAS provider, and an events presentation services studio, all rolled into one. Our mission is hard to achieve but easy to describe: To bring tremendous value to event-centered experiences at every level.
Our team comprises numerous cross-discipline developers, artists, designers, and QA – we are a small team working efficiently to build some amazing tech. We strive for continuous improvement and a culture of innovation from every member on our team.
Position Description
A senior-level position on our Engineering Team, responsible for technical planning and development of our platform updates, platform integration of XR / games, and continued build-out of our proprietary data analytics products.
Your Role on the Team
We are looking for a Senior Full Stack Developer to join our Engineering team as we grow and develop our next-generation games, tools, and platforms. Success in this role will require proven capabilities in the technologies listed below, but equally important, proven skills in leadership, communications, product planning, and inspiring great work from all others on the team. The ideal candidate will bring a strong foundation of software engineering fundamentals paired with a love of continuous learning and collaborative growth as part of a development team.
Responsibilities
Provide technical guidance and planning for iterative development of our current library and future products and business strategies
Write clean, maintainable code which consistently demonstrates our best practices and engineering excellence
Communicate clearly and regularly with specific project producers project status and early warning signs of potential issues or delays
Drive continuous growth and innovation in our Engineering team -- as a present and available guide and mentor for junior developers, and as a representative for the success of the department for the company at large
Requirements
Strong knowledge and proven experience with modern web stack languages and frameworks
Expert proficiency in JavaScript, Typescript
Databases: CosmosDB, MongoDB, Redis, (helpful: Firestore)
Backend: NodeJS, Lambda Functions, (helpful: Firebase)
Frameworks: Angular, Mithril
WebRTC, Websockets, RESTful APIs, responsive web designs
HTML / CSS, WebGL / WebAR, (helpful: Canvas)
(helpful: Webpack, SASS/SCSS, JSX/TSX, Experience with Azure)
Love of approaching hard problems with creativity, cleverness, and determination (helpful: True Grit)
Roadmap
Xcite is expanding into new markets rapidly and taking on ever-larger challenges as we learn and grow. People on our team enjoy working hard and solving new and interesting problems. Professional growth and skills mastery are encouraged and expected of everyone at our company, at every level. If you have the motivation, the prerequisite skills, and you are up for the challenge, there is a great opportunity for you here. We hope you will consider joining us!
Job Type: Full-time
Pay: $100,000.00 - $150,000.00 per year
Benefits:
Health Insurance
Paid Time Off
Schedule:
Monday to Friday
Work Location:
Fully Remote
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
https://www.xcite-interactive.com/
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Yes"
Senior PHP Developer,None,"Broomall, PA","$125,000 a year","Software Methods is seeking a Senior Software Engineer for a full-time employment opportunity at our client located in Broomall, PA.
We're looking for a brilliant, strong, creative and motivated engineer who will thrive in a startup environment and can contribute, innovate and deliver industry-leading SaaS solution. This is a great opportunity with a lot of potentials and will play an important role in our growing development team.
Responsibilities:
Responsible for design, implementation and testing of the UI and APIs
Work in a team-oriented environment to develop complex SaaS applications
Work closely with other engineers, solution architects, QA and Operations teams to implement enhancements and issue resolutions
Design and build systems to increase performance and scalability of SaaS solution
Think creatively and work independently and with others, as needed, to maximize efficiency and throughput
Participate in technical discussions; come up with innovative ways to improve the product and process
Troubleshoot issues with application, technologies and infrastructure
Continuously improve technical knowledge to stay current
Deliver work with quality on time.
Required experience:
Bachelor's degree in Computer Science or related field
5+ years of PHP programming experience along with test automation
5+ years of web development experience
Advanced PHP 7 knowledge
Experience with scaling PHP applications
Experience with JavaScript
Advanced CSS knowledge
Experience with Symfony or similar MVC framework
Experience writing and tuning SQL
Knowledge of web-based security vulnerabilities and how to prevent them
Experience with relational (e.g. Oracle) databases.
Experience of software development for high capacity, high traffic, high availability websites/systems
Detailed understanding of web technologies, including web services and web application servers
Capability to multitask and excel in a fast-paced, evolving environment
Strong communication and teamwork skills
A positive attitude and superior work ethic.
Preferred experience:
Advanced PHP 5 knowledge
Experience with jQuery
Experience with performance tuning web applications
Experience with NodeJS
Experience with React
Experience in billing (i.e. financial systems, payment processors, tax engines, etc.)
Experience managing Cloud infrastructure
Experience with Bitbucket and/or Git
Experience with Agile development
Understanding and hand-on experience implementing microservices.
If this sounds like you, please contact us today!
Unable to sponsor visas for this position. Please encourage those authorized, to work in the U.S. without a visa, to apply!
Must be authorized to work in the U.S.!"
Senior Controls/Automation Engineer,SP Industries,"Warminster, PA 18974",None,"Job Description:
Senior Controls/Automation Engineer
SP Industries is seeking a Senior Controls/Automation Engineer. Assigned tasks will be within the Electrical and Controls Engineering disciplines and include training on and supporting the equipment, devices, and services provided by SP Scientific.
Essential Duties and Responsibilities:
Modify, test, troubleshoot, and commission Allen Bradley PLC (Compact/ControlLogix) control system applications using RSLogix and Studio 5000 software.
Modify, test, troubleshoot, and commission SCADA (GE Proficy iFIX) control system applications.
Modify, test, troubleshoot, and commission Allen Bradley HMIs using FactoryTalk View software.
Designing, commissioning, and troubleshooting machine and company IP networks (setting up Trunks, VLANS, and managed switches).
Integrate and install control systems in a cost effective and timely manner in accordance with project schedules, budgets, customer requirements, and equipment specifications.
Ability to lead and manage systems integration involving multiple vendors.
Specify control system hardware and instrumentation.
Develop flow diagrams that outline physical connections, and data and signal flow throughout the system.
Ability to develop and modify control system design diagrams and drawings (P&ID, electrical schematics, I/O lists, pneumatic and hydraulic drawings, etc.) using AutoCad or AutoCad Electrical software is required.
Modify and configure PC based relational databases (SQL, ODBC, Access, etc.).
Report on and/or present progress and status of projects and assignments in various formats to internal and external audiences.
Create testing regimens to be used to prove function, reliability and compliance for equipment, components and systems
Perform value analysis and sustaining engineering tasks, and product improvement designs to enhance manufacturability, productivity, reliability, safety, quality, and cost effectiveness.
Provide assistance to Technical Support and Service personnel.
Must have good troubleshooting skills.
Must have excellent organizational skills.
Must have excellent communication skills; must be able to communicate clearly and succinctly when speaking and writing.
Some travel to other SP facilities, vendors, or customer sites may be necessary. Some travel may be foreign.

Qualifications: Education, Experience, and Plus Skills
A 4-year Technical Degree; A BS in Electrical Engineering or Computer Science is preferred.
5+ years minimum Engineering experience.
Experience with SCADA Wonderware software.
Experience with Siemens PLCs (S7-1200/S7-1500) and HMIs (Comfort Panels).
Experience with Siemens TIA Portal software.
Computer skills to include Microsoft Office products- Word, Excel, PowerPoint, and Project.
Experience with validation procedures and change-control practices relating to control system development and modification.
Experience with computer-based ERP systems for BOM development and maintenance.
Experience with a Quality Management System based on the ISO-9001:2015 standard.
Experience with refrigeration systems control.
Experience with Osisoft PI or DeltaV data collection software.
Experience setting up PCs, Servers and Thin Clients (Windows XP through 10 and Server 2003 through 2016 R2)

Physical Demands
The physical demands described are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
The employee is regularly required to talk and listen.
The employee is regularly required to stand, walk, and sit.
The employee is regularly required to use normal office tools, equipment and PCs.
The employee is regularly required to use color vision and work with computerized data.
Work Environment
The work environment characteristics described here are typical of those an employee might encounter while performing the essential functions of this job.
Work is normally performed in both the office and the shop.
The office environment is an interior office with air conditioning.
The shop contains mobile equipment, machinery, and high voltages.
The shop noise level is variable and may require hearing protection in some areas.
The shop is heated when required but many areas are not air conditioned.
Some shop processes use high voltage arcs or concentrated magnetic fields.
EEO and Affirmative Action Statement:
SP is an Equal Opportunity Employer, dedicated to a policy of non-discrimination in employment on any basis and takes affirmative action to ensure equal employment opportunities. It is our policy to provide our employees and applicants with equal employment opportunities in accordance with applicable laws and not to discriminate on the basis of race, color, religion, ancestry, national origin, age, marital status, sex, gender identification, sexual orientation, genetic information, political belief, pregnancy, citizenship, handicap or disability, status as a veteran or member of the U.S. military, or any other characteristic protected by applicable federal, state, or local laws. SP's Affirmative Action Plan is available through the HR Department and may be accessed during normal business hours.
Pay Transparency Nondiscrimination Provision:
SP will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information."
"Senior Microservices Developer - Python, GO",Computer Enterprises Incorporated,"Philadelphia, PA 19103 (Logan Square area)","$140,000 - $160,000 a year","Senior Microservices Developer (Golang, Python)
Location: Philadelphia, PA 19103
Job Description:
Experience developing/architecting dynamic, scalable Microservices and web applications, data solutions and high-volume compute workflows in AWS Cloud with Golang and Python.
We are looking for someone who has proven practical experience in AWS cloud usage for large enterprise applications.
Responsibilities:
Lead Design and Development of Micro services in cloud environment such as AWS
Help break monolithic services into highly scalable, low latency micro services and migrate on premise services to AWS
Design for low latency services for high performance
Work with a large team of talented engineers to scale large enterprise applications in the cloud
Provide estimates and technical leadership to the existing team of cloud engineers
Top Requirements:
Experience with Microservices development with Golang and Python
Hands on AWS experience
Requirements:
Strong conceptual knowledge in OOPS, Core Java, Collections, Multithreading, Socket Programming.
Preferred candidates having experience with Golang and Python
Proficient in various REST API Frameworks
Developing and orchestrating scalable low latency microservices in AWS
Must have experience with deploying at scale various containerized web and data applications and services using technologies such as Docker, Kubernetes, EKS, ECS, Fargate, Lambda, CloudWatch, CloudTrail, XRay and other monitoring solutions etc.
Infrastructure as Code (IaC) using cloud infrastructure provisioning and configuration tools
Identifying various network components and systems to optimize on latency and throughput.
Possess expert level understanding of AWS networking fundamentals and architecture patterns suitable for various enterprise use cases.
Extensive experience required in automated container deployments, auto scaling, basic security practices.
Discipline and experienced with highly secure environments in the public cloud.
Experience with migrating on-premise applications and systems to AWS.
Integrating various AWS services using asynchronous, pub-sub and event driven/serverless modelling.
Experience with automation and configuration tools such as Terraform, CloudFormation, Ansible etc.
Experience with managing large volumes of data in the cloud
Web Application Security Practices, Authentication Mechanisms, Data Security in transit and at rest.
Experience with CICD processes in on-premise and AWS environments
Proficient in AWS CLI, Linux, Command Line, Shell Scripting, Web Server Administration and good hand installing software on Linux Platform.
Designing and implementing low latency APIs in the Cloud.
in federated user management AWS cloud.
Cloud platform monitoring, scaling, diagnosis, maintenance and expansion.
CEICOM
Job Type: Full-time
Pay: $140,000.00 - $160,000.00 per year
Benefits:
401(k)
401(k) Matching
Dental Insurance
Health Insurance
Paid Time Off
Retirement Plan
Vision Insurance
Schedule:
8 Hour Shift
Day shift
Monday to Friday
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19"
Senior .Net Developer,None,"Norristown, PA",None,"Software Methods is seeking a Senior .Net Application Developer to play a key role at our client located in King of Prussia, PA. This is an exciting 24+ month contract opportunity.

If you’re the right one for us, you love developing applications. You take great pride in your work, think of .Net application development as more than just a job, and have a few great projects to show off. You can take a concept and transform it into an awesome development experience with your own technical and administrative expertise.

Responsibilities:

The .Net Web Developer will participate on a team of software developers and business analysts that develop custom solutions using C# .Net, HTML/CSS, SQL, JavaScript and other technologies
Develop features on a wide variety of applications (web based and scripting)
Coordinate with a wide variety of development teams to implement the most effective integration methods for a suite of custom web portal applications and back end applications
Implement and refine enterprise level patterns and objects
Contribute to the continuous improvement of team development practices, such as continuous integration and code reviews
Participate in a business intelligence portal migrating to Azure.

Required Skills:
Over five years of .NET and C# experience
Experience with .NET 4 and above framework
C#
MVC
LINQ
ASP.NET
Work experience with WebAPI
Working knowledge of various Azure services
5 plus years of SQL and SQL Server Management Studio
DDL and DML experience
Writing SQL queries and stored procedures

Preferred Skills:

JavaScript
DevExpress web controls
SOAP

If this sounds like you, please contact us today!

Unable to sponsor visas for this position. Please encourage those authorized, to work in the U.S. without a visa, to apply!

No third parties please."
Senior Front End Developer,PrintingCenterUSA,United States,"$65,000 - $100,000 a year","PrintingCenterUSA is looking to hire a full time, highly skilled Front-End Web Developer. This is NOT a remote position and is located in Great Falls, MT. We are a growing company looking to hire top technical talent.
We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas.
The successful candidate will have a demonstrated passion for technology and the ability to quickly learn and apply new technologies. The right candidate for us will implement and maintain the user interface and will engineer the experience of every site/software being put by our internal and external users. The right candidate will take and emphasize a consumer-focused approach in building sites/software.
The role of the Senior Front-end Developer also plays a very collaborative role where they regularly collaborate with designers, developers, and senior management to build and maintain scalable site software.
The Senior Front End Developer additionally contributes technical leadership, documentation, and accurate estimations to the development team.
As the Senior Front-End Developer, You Will
Create user-friendly responsive web pages.
Implement user interfaces and API endpoints.
Optimize our web applications for maximum speed.
Communicate with the team by providing status updates.
Contribute to a fast-paced, delivering demonstrable code in weekly increments.
Prepare documentation for code and user features.
Manage user interface testing and improvements.
Provide reasonably accurate estimates for new development projects
Job Requirements
You match the definition of a Senior front-end developer as explained in this article. https://roadmap.sh/guides/levels-of-seniority
BA in Computer Science or similar relevant field
7-10 years of experience as a Front-end Developer
5 years of experience with markup languages
7-10 years of experience with JavaScript, CSS, and jQuery
This Experience is a Plus
Experience with backend development
Experience with AWS
Experience with C# or SAAS
Experience working with .NET backend systems
Experience Adobe Suite products
You Also
Are highly motivated and take initiative
Believe that teamwork is critical for long lasting success
Lead by example, responsible and thoughtful, creative, and energized
Have strong communication skills, both verbal and written
Are organized and a creative problem solver
Thrive in a fast-paced environment with a team-based culture
Your Life at PrintingCenterUSA
Receive onsite and offsite training & coaching and advancement opportunities
Be part of a world-class team; work with an adventurous spirit
A culture that promotes a healthy, fulfilling work/life balance
Benefits package for all eligible full-time employees
Medical & dental insurance
AFLAC
Retirement package
Onsite fitness facilities
Paid holidays & paid vacation
Our philanthropic initiatives support & strengthen our community
Have made a strong commitment to environmental practices & recycle more that 85% of the waste generated by our manufacturing operations
About Us
PrintingCenterUSA is an online color printing company, located in Great Falls, Montana, offering full color offset and digital printing services nationwide since 1970. We continue to expand by collaborating with affiliated printing partners strategically located across the country. We nationally rank #1 from Trust Pilot, BBB rating and SEO search for short run books, booklets, calendars and many other products.
We really found our calling when we began offering our products on the internet in 2001 and we haven’t looked back since. Through trial and error, we have streamlined all processes giving us the ability to offer a great product at the best price possible while still making the customer our number one priority. We have found our identity and know the dreams we aspire to will require your help!
Located between Glacier and Yellowstone National Parks, Great Falls, MT is surrounded by natural beauty and recreational opportunities such as world class fishing, hunting, skiing, hiking, biking, kayaking, water sports and so much more. Whatever the season, you’re sure to find numerous outdoor activities that match your speed.
Great Falls offers affordable housing and quick access to everything: 15 minutes to work, shopping, restaurants, nightlife, community activities, etc.
Job Type: Full-time
Pay: $65,000.00 - $100,000.00 per year
Experience:
JavaScript, CSS, and jQuery: 7 years (Required)
Front-End Development: 7 years (Required)
Markup languages: 5 years (Required)
Education:
Bachelor's (Required)
Work authorization:
United States (Required)
Application Question:
Are you willing to relocate to Great Falls, MT?
Work Location:
One location
Company's website:
printingcenterusa.com
Company's Facebook page:
https://www.facebook.com/printingcenterusa/
Work Remotely:
No"
Senior Electrical Engineer,Kulicke and Soffa,"Fort Washington, PA 19034",None,"Kulicke & Soffa (NASDAQ: KLIC) is the world's leading supplier of semiconductor wire bonding assembly equipment. We believe K&S is the only major supplier to the semiconductor assembly industry that provides customers with semiconductor assembly equipment along with the complementing packaging materials that contact the surface of the customer's semiconductor devices.
Main Responsibilities
Analysis and Design of Firmware
Programming – three key languages – Assembly language/Machine language/High level language such a C and C plus/plus
Debugging and Modifying Software
Troubleshooting code application and embedded code
Desired Skills and Experience
BSEE with minimum 5 years’ experience; Advanced degree preferred
DSP Assembly language coding experience with desire to program in the same
DSP programming experience with:
Analog Devices Sharc and BlackFin
Texas instrument TMS320F281X
Experienced with low level Interrupts
Programs in C language
Can digest data sheets and manuals for DSPs, CPU’s, or other peripherals (i.e. A/D D/A) to understand the electrical interface from mainly a software perspective but also a hardware perspective
Knowledgeable with basic controls loop system design and analysis
Theoretical and applied Motion Controls expertise
High speed Servo controls implementation experience
Matlab and Simulink simulation experience is a plus
Understanding of RTOS
VxWorks operating system and driver development
Familiar with compilation tools and file management
GIT, Bitbucket
Code composer Studio
Kulicke & Soffa is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, and/or protected veteran status.
Powered by JazzHR
WsHpxUxhOS"
Senior Oracle Database Developer and Application DBA,Tista Science and Technology Corporation,"Philadelphia, PA",None,"Overview:
TISTA Science and Technology is looking for a Senior Oracle Database Developer with experience as an Application DBA creating Oracle Objects (Tables, Packages, Procedures, Functions, Views, Triggers, Synonyms, Sequences…) to provide full comprehensive database development support to an Application Development team.
This is not a Systems DBA Position
Responsibilities:
Position Responsibilities: Provide Oracle Database design and development expertise and technical leadership to small or mid-sized (3-6 person) project teams building .Net based Web Applications in a Agile Application Development Environment.
Primary responsibilities are to Architect, Design, Develop and Implement Oracle Database objects and services to support back-end business processes and data interchanges and DOD Web-based Medical Supply Chain focused Business Applications.
This position requires equal aptitude and enthusiasm executing these four critical functions:
Complex analysis and in-depth understanding of client functional business process and data that enable the translation of functional requirements into technical requirements
Designing databases (logical/physical) to support complex business processes/applications
Developing database tier for web-based applications. Use the full array of objects available within the Oracle RDBMS to create web based application to support complex business processes.
Close coordination with and communication among technical team members (Project Lead, .Net developers, lower level database developers, systems analysts)
Qualifications:
Minimum Requirements
BA/BS and a minimum of 5 years combined experience.
5 years’ experience writing PL/SQL and complex SQL supporting business applications
Quick learner. Self-motivated.
Ability to multi-task in a Rapid Application Development Environment
Expert understanding/application of database design principles. Demonstrated experience in logical and physical data modeling in support of a fielded business application.
Strong analytical ability. Demonstrated ability to become a functional expert with select business processes and implementing production applications that enable these processes.
Demonstrated experience in understanding customers/client business, identifying opportunities for enhanced database support and delivering that support.
Knowledge of Oracle 10g/11i databases
Extensive experience with Oracle Object Design and implementation, management and deployment of Oracle Packages, Procedures, Function, Triggers, User Defined Types.
Proficient in writing PL/SQL procedures with experience using Cursors, Collections, Nested Tables, Bulk Processing, etc…
Ability to create and modify all Oracle Data Definition Language (DDL) such as tables, indexes, constraints, packages, procedures, functions, views, synonyms, sequences, etc…
Possess Strong analytic and trouble shooting skills
Background with optimizing existing jobs using SQL & PL/SQL tuning methodologies and toolkits
Experience with UNIX shell scripting a plus
Ability to maintain, troubleshoot, optimize and improve existing database applications and database objects
Demonstrated experience providing database development support to Web based applications.
Ability to produce technical documentation in accordance with program guidelines and policies.

Additional requirements:
Must be a US citizen. Must be able to achieve a NACLC clearance
Education: Bachelor’s Degree in Computer Science, Engineering or a related technical discipline. Master’s Degree is a plus. DOD or military medical supply chain experience a big plus.
Experience: Minimum 5 years’ directly related experience
Environment: Oracle Database, .Net MVC, TFS,

TISTA Science and Technology Corporation, a CMMI Maturity Level 3 company, focuses on delivering information technology and professional services to Federal and State agencies. TISTA is recognized in 2019 by Inc. 5000 as one of the fastest growing private companies in the US. TISTA is also a recipient of 2019 Top Veteran-Owned Companies by the Washington Business Journal. TISTA also received a 2018 Moxie Award in the GovCon category.
Here at TISTA Science and Technology we value our Veterans and encourage all to apply!
#thinktista #tistacares #tistavaluesvets
Employment Transparency:
TISTA is an Equal Opportunity/Affirmative Action Employer and embraces diversity in our employee population. It is the policy of TISTA to provide equal opportunity to all qualified applicants and employees without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status, or genetic information. TISTA will refrain from discharging, or otherwise discriminating against, employees or applicants who inquire about, discuss, or disclose their compensation or the compensation of other employees or applicants.
The EEO is the Law poster is available here and the poster supplement is available here.
The Pay Transparency Policy is available here.
Tista is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation due to a disability for any part of the employment process, please send an e-mail to recruiting@tistatech.com or call (301) 968-3420 and let us know the nature of your request and your contact information."
